         494973 function calls (486978 primitive calls) in 1.116 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     6476    0.005    0.000    0.007    0.000 sre_parse.py:164(__getitem__)
      500    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
     2027    0.002    0.000    0.002    0.000 sre_parse.py:172(append)
 1197/401    0.005    0.000    0.007    0.000 sre_parse.py:174(getwidth)
      195    0.001    0.000    0.001    0.000 sre_parse.py:224(__init__)
     5574    0.006    0.000    0.006    0.000 sre_parse.py:233(__next)
     2775    0.002    0.000    0.002    0.000 sre_parse.py:249(match)
     4562    0.004    0.000    0.008    0.000 sre_parse.py:254(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       24    0.000    0.000    0.000    0.000 sre_parse.py:267(getuntil)
     1428    0.001    0.000    0.002    0.000 sre_parse.py:286(tell)
        3    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
      104    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
      283    0.001    0.000    0.001    0.000 sre_parse.py:355(_escape)
      172    0.001    0.000    0.001    0.000 sre_parse.py:432(_uniq)
  442/194    0.003    0.000    0.053    0.000 sre_parse.py:435(_parse_sub)
  505/203    0.020    0.000    0.052    0.000 sre_parse.py:493(_parse)
      194    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      803    0.001    0.000    0.001    0.000 sre_parse.py:81(groups)
      204    0.001    0.000    0.001    0.000 sre_parse.py:84(opengroup)
       82    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
      194    0.000    0.000    0.001    0.000 sre_parse.py:921(fix_flags)
      194    0.002    0.000    0.057    0.000 sre_parse.py:937(parse)
      204    0.000    0.000    0.003    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:978(addgroup)
        2    0.000    0.000    0.000    0.000 sre_parse.py:98(checkgroup)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:153(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        1    0.000    0.000    0.001    0.001 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.014    0.014 ssl.py:4(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.001    0.001 sslproto.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:284(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 sslproto.py:36(_SSLPipe)
        1    0.000    0.000    0.000    0.000 sslproto.py:404(SSLProtocol)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
        1    0.000    0.000    0.010    0.010 staggered.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streamplot.py:236(StreamplotSet)
        1    0.000    0.000    0.000    0.000 streamplot.py:246(DomainMap)
        1    0.000    0.000    0.000    0.000 streamplot.py:309(Grid)
        1    0.000    0.000    0.000    0.000 streamplot.py:361(StreamMask)
        1    0.000    0.000    0.000    0.000 streamplot.py:409(InvalidIndexError)
        1    0.000    0.000    0.000    0.000 streamplot.py:413(TerminateTrajectory)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:135(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 streams.py:203(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 streams.py:310(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:390(StreamReader)
        1    0.000    0.000    0.001    0.001 stride_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:16(DummyArray)
        1    0.000    0.000    0.002    0.002 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 string.py:161(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:57(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:67(__init__)
        1    0.000    0.000    0.000    0.000 string.py:80(Template)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.005    0.005 subprocess.py:10(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1052(poll)
        2    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
        1    0.000    0.000    0.001    0.001 subprocess.py:1101(_close_pipe_fds)
        1    0.000    0.000    0.000    0.000 subprocess.py:116(Process)
        1    0.000    0.000    0.000    0.000 subprocess.py:136(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:1459(_get_handles)
        1    0.000    0.000    0.007    0.007 subprocess.py:1552(_execute_child)
       12    0.000    0.000    0.000    0.000 subprocess.py:1634(<genexpr>)
        1    0.000    0.000    0.000    0.000 subprocess.py:1708(_handle_exitstatus)
        2    0.000    0.000    0.000    0.000 subprocess.py:1726(_internal_poll)
        1    0.000    0.000    0.000    0.000 subprocess.py:1761(_try_wait)
        2    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.009    0.009 subprocess.py:368(check_output)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:430(__init__)
        1    0.000    0.000    0.009    0.009 subprocess.py:452(run)
        1    0.000    0.000    0.000    0.000 subprocess.py:638(_use_posix_spawn)
        1    0.000    0.000    0.000    0.000 subprocess.py:688(Popen)
        1    0.000    0.000    0.007    0.007 subprocess.py:736(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:908(__enter__)
        1    0.000    0.000    0.000    0.000 subprocess.py:911(__exit__)
        1    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        1    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        1    0.000    0.000    0.000    0.000 subprocess.py:96(SubprocessError)
        1    0.000    0.000    0.002    0.002 subprocess.py:984(communicate)
        1    0.000    0.000    0.000    0.000 subprocess.py:99(CalledProcessError)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:310(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:357(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 table.py:181(CustomCell)
        1    0.000    0.000    0.000    0.000 table.py:246(Table)
        1    0.000    0.000    0.000    0.000 table.py:30(Cell)
        1    0.000    0.000    0.007    0.007 table.py:9(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:700(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 tasks.py:98(Task)
        1    0.000    0.000    0.002    0.002 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:262(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:545(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:588(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:761(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:906(TemporaryDirectory)
        1    0.000    0.000    0.001    0.001 texmanager.py:1(<module>)
        1    0.000    0.000    0.001    0.001 texmanager.py:49(TexManager)
        5    0.000    0.000    0.000    0.000 texmanager.py:97(<genexpr>)
        1    0.000    0.000    0.070    0.070 text.py:1(<module>)
        1    0.000    0.000    0.000    0.000 text.py:1253(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1657(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:1740(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 text.py:1954(Annotation)
        1    0.000    0.000    0.000    0.000 text.py:98(Text)
        1    0.000    0.000    0.017    0.017 textpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
        1    0.000    0.000    0.000    0.000 textpath.py:25(__init__)
        1    0.000    0.000    0.000    0.000 textpath.py:388(TextPath)
      321    0.007    0.000    0.021    0.000 textwrap.py:414(dedent)
       12    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
      141    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
      153    0.000    0.000    0.000    0.000 textwrap.py:477(prefixed_lines)
        1    0.000    0.000    0.003    0.003 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1095(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1177(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1230(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1260(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1281(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:222(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:341(notify)
        1    0.000    0.000    0.000    0.000 threading.py:364(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:376(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:456(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:494(Event)
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 threading.py:573(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:727(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        3    0.000    0.000    0.000    0.000 threading.py:81(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:896(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:900(_set_native_id)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:94(_RLock)
        1    0.000    0.000    0.002    0.002 ticker.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ticker.py:1071(LogFormatterExponent)
        1    0.000    0.000    0.000    0.000 ticker.py:1087(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 ticker.py:1152(LogFormatterSciNotation)
        1    0.000    0.000    0.000    0.000 ticker.py:1172(LogitFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(EngFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1354(PercentFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:1470(Locator)
        1    0.000    0.000    0.000    0.000 ticker.py:1573(IndexLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1602(FixedLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1646(NullLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1666(LinearLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1744(Base)
        1    0.000    0.000    0.000    0.000 ticker.py:1786(MultipleLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:1842(_Edge_integer)
        1    0.000    0.000    0.000    0.000 ticker.py:1885(MaxNLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:195(_DummyAxis)
        1    0.000    0.000    0.000    0.000 ticker.py:2203(LogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:221(TickHelper)
        1    0.000    0.000    0.000    0.000 ticker.py:2404(SymmetricalLogLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:242(Formatter)
        1    0.000    0.000    0.000    0.000 ticker.py:2564(LogitLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2656(AutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2676(AutoMinorLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:2737(OldAutoLocator)
        1    0.000    0.000    0.000    0.000 ticker.py:304(IndexFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:332(NullFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:343(FixedFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:375(FuncFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:395(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:414(StrMethodFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:435(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:500(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 ticker.py:842(LogFormatter)
        1    0.000    0.000    0.000    0.000 tight_bbox.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tight_layout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.002    0.002 tokenize.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:157(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:159(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:162(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:284(_get_normal_name)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
        1    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        1    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 tokenize.py:388(open)
        1    0.000    0.000    0.000    0.000 tokenize.py:45(TokenInfo)
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:59(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:60(maybe)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       24    0.000    0.000    0.007    0.000 traceback.py:200(extract_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
       72    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
       24    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
       96    0.000    0.000    0.003    0.000 traceback.py:285(line)
       96    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.000    0.000 traceback.py:318(StackSummary)
       24    0.003    0.000    0.007    0.000 traceback.py:321(extract)
        1    0.000    0.000    0.000    0.000 traceback.py:440(TracebackException)
        1    0.000    0.000    0.001    0.001 transforms.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1064(LockableBbox)
        1    0.000    0.000    0.000    0.000 transforms.py:1193(Transform)
        1    0.000    0.000    0.000    0.000 transforms.py:1587(TransformWrapper)
        1    0.000    0.000    0.000    0.000 transforms.py:1676(AffineBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1683(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1727(Affine2DBase)
        1    0.000    0.000    0.000    0.000 transforms.py:1814(Affine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2028(IdentityTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2080(BlendedGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2198(BlendedAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2289(CompositeGenericTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:2408(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 transforms.py:2497(BboxTransform)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
        1    0.000    0.000    0.000    0.000 transforms.py:2545(BboxTransformTo)
        1    0.000    0.000    0.000    0.000 transforms.py:2588(BboxTransformToMaxOnly)
        1    0.000    0.000    0.000    0.000 transforms.py:2609(BboxTransformFrom)
        1    0.000    0.000    0.000    0.000 transforms.py:2649(ScaledTranslation)
        1    0.000    0.000    0.000    0.000 transforms.py:2681(TransformedPath)
        1    0.000    0.000    0.000    0.000 transforms.py:2753(TransformedPatchPath)
        1    0.000    0.000    0.000    0.000 transforms.py:54(TransformNode)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
        1    0.000    0.000    0.000    0.000 transforms.py:82(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:988(TransformedBbox)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:142(Transport)
        1    0.000    0.000    0.000    0.000 transports.py:166(DatagramTransport)
        1    0.000    0.000    0.000    0.000 transports.py:191(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 transports.py:245(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triangulation.py:4(Triangulation)
        1    0.000    0.000    0.000    0.000 tricontour.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tricontour.py:7(TriContourSet)
        1    0.000    0.000    0.000    0.000 trifinder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trifinder.py:24(TrapezoidMapTriFinder)
        1    0.000    0.000    0.000    0.000 trifinder.py:6(TriFinder)
        1    0.000    0.000    0.001    0.001 triinterpolate.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1011(_DOF_estimator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1079(_DOF_estimator_user)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1089(_DOF_estimator_geom)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1174(_DOF_estimator_min_E)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1233(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:15(TriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:593(_ReducedHCT_Element)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trirefine.py:10(TriRefiner)
        1    0.000    0.000    0.000    0.000 trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 tritools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tritools.py:10(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.003    0.003 twodim_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 twodim_base.py:154(eye)
        1    0.000    0.000    0.005    0.005 type_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:10(IntegerRGB)
       78    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        1    0.000    0.000    0.000    0.000 types.py:37(PercentRGB)
        1    0.000    0.000    0.000    0.000 types.py:64(HTML5SimpleColor)
        1    0.000    0.000    0.005    0.005 typing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1006(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1026(Protocol)
        7    0.000    0.000    0.000    0.000 typing.py:1060(__init_subclass__)
       14    0.000    0.000    0.000    0.000 typing.py:1065(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       48    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
       38    0.000    0.000    0.001    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 typing.py:1521(SupportsInt)
        1    0.000    0.000    0.000    0.000 typing.py:1531(SupportsFloat)
        1    0.000    0.000    0.000    0.000 typing.py:1541(SupportsComplex)
        1    0.000    0.000    0.000    0.000 typing.py:1551(SupportsBytes)
        1    0.000    0.000    0.000    0.000 typing.py:1561(SupportsIndex)
        1    0.000    0.000    0.000    0.000 typing.py:1571(SupportsAbs)
        1    0.002    0.002    0.002    0.002 typing.py:1581(SupportsRound)
        3    0.000    0.000    0.001    0.000 typing.py:1591(_make_nmtuple)
        3    0.000    0.000    0.000    0.000 typing.py:1593(<listcomp>)
        3    0.000    0.000    0.000    0.000 typing.py:1594(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1613(NamedTupleMeta)
        4    0.000    0.000    0.001    0.000 typing.py:1615(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1644(NamedTuple)
       63    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 typing.py:1734(_TypedDictMeta)
        1    0.000    0.000    0.000    0.000 typing.py:1735(__new__)
        1    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1760(TypedDict)
       11    0.000    0.000    0.000    0.000 typing.py:183(<listcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        3    0.000    0.000    0.000    0.000 typing.py:187(_subs_tvars)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 typing.py:1986(io)
        1    0.000    0.000    0.000    0.000 typing.py:2001(re)
        5    0.000    0.000    0.000    0.000 typing.py:206(_check_generic)
        7    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 typing.py:248(_tp_cache)
    24/20    0.000    0.000    0.001    0.000 typing.py:255(inner)
        1    0.000    0.000    0.000    0.000 typing.py:281(_Final)
        5    0.000    0.000    0.000    0.000 typing.py:286(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:290(_Immutable)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        7    0.000    0.000    0.000    0.000 typing.py:320(__init__)
       20    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
       15    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
     11/7    0.000    0.000    0.000    0.000 typing.py:347(__getitem__)
       22    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:489(ForwardRef)
        1    0.000    0.000    0.000    0.000 typing.py:539(TypeVar)
        9    0.000    0.000    0.000    0.000 typing.py:586(__init__)
       11    0.000    0.000    0.000    0.000 typing.py:598(<genexpr>)
      420    0.000    0.000    0.000    0.000 typing.py:646(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:650(_GenericAlias)
       58    0.000    0.000    0.002    0.000 typing.py:659(__init__)
      137    0.000    0.000    0.000    0.000 typing.py:669(<genexpr>)
        3    0.000    0.000    0.000    0.000 typing.py:677(__getitem__)
        6    0.000    0.000    0.000    0.000 typing.py:685(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:689(copy_with)
       20    0.000    0.000    0.000    0.000 typing.py:711(__eq__)
    19/17    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        5    0.000    0.000    0.000    0.000 typing.py:736(__mro_entries__)
      420    0.001    0.000    0.001    0.000 typing.py:762(__setattr__)
        1    0.000    0.000    0.000    0.000 typing.py:798(_VariadicGenericAlias)
        4    0.000    0.000    0.001    0.000 typing.py:802(__getitem__)
        4    0.000    0.000    0.000    0.000 typing.py:818(__getitem_inner__)
       12    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:839(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:845(Generic)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
        8    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:889(<genexpr>)
       11    0.000    0.000    0.000    0.000 typing.py:900(__init_subclass__)
        1    0.000    0.000    0.000    0.000 typing.py:936(_TypingEmpty)
        1    0.000    0.000    0.000    0.000 typing.py:943(_TypingEllipsis)
        1    0.000    0.000    0.000    0.000 tz.py:1020(tzstr)
        1    0.000    0.000    0.000    0.000 tz.py:1140(_tzicalvtzcomp)
        1    0.000    0.000    0.000    0.000 tz.py:1151(_tzicalvtz)
        1    0.000    0.000    0.000    0.000 tz.py:121(tzoffset)
        1    0.000    0.000    0.000    0.000 tz.py:1237(tzical)
        1    0.000    0.000    0.000    0.000 tz.py:1454(__get_gettz)
        1    0.000    0.000    0.000    0.000 tz.py:1459(GettzFunc)
        1    0.000    0.000    0.000    0.000 tz.py:1529(__init__)
        1    0.000    0.000    0.000    0.000 tz.py:1771(_ContextWrapper)
        1    0.000    0.000    0.000    0.000 tz.py:189(tzlocal)
        1    0.000    0.000    0.005    0.005 tz.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:316(_ttinfo)
        1    0.000    0.000    0.000    0.000 tz.py:36(tzutc)
        1    0.000    0.000    0.000    0.000 tz.py:361(_tzfile)
        1    0.003    0.003    0.003    0.003 tz.py:374(tzfile)
        1    0.000    0.000    0.000    0.000 tz.py:858(tzrange)
        1    0.000    0.000    0.001    0.001 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:139(Registry)
        1    0.000    0.000    0.000    0.000 units.py:53(ConversionError)
        1    0.000    0.000    0.000    0.000 units.py:57(AxisInfo)
        1    0.000    0.000    0.000    0.000 units.py:93(ConversionInterface)
        1    0.000    0.000    0.003    0.003 unix_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:1022(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1127(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1252(ThreadedChildWatcher)
